,file_name,word,count,Found Lexico,Found OPLexico,Found senti_lex,Found Vader,Found Text
272,UNIPAR_Release de Resultados 1T22.pdf,17052022,1,0,0,0,0,0
273,UNIPAR_Release de Resultados 1T22.pdf,terça,1,0,0,0,0,0
274,UNIPAR_Release de Resultados 1T22.pdf,feira,1,0,0,0,0,0
275,UNIPAR_Release de Resultados 1T22.pdf,horário,1,0,0,0,0,0
276,UNIPAR_Release de Resultados 1T22.pdf,1400,2,0,0,0,0,0
277,UNIPAR_Release de Resultados 1T22.pdf,brt,1,0,0,0,0,0
278,UNIPAR_Release de Resultados 1T22.pdf,1300,1,0,0,0,0,0
279,UNIPAR_Release de Resultados 1T22.pdf,est,1,0,0,0,0,0
280,UNIPAR_Release de Resultados 1T22.pdf,acesso,1,0,0,0,0,0
281,UNIPAR_Release de Resultados 1T22.pdf,via,1,0,0,0,0,0
282,UNIPAR_Release de Resultados 1T22.pdf,webcast,3,0,0,0,0,0
283,UNIPAR_Release de Resultados 1T22.pdf,plataforma,2,0,0,0,0,0
284,UNIPAR_Release de Resultados 1T22.pdf,link,2,0,0,0,0,0
285,UNIPAR_Release de Resultados 1T22.pdf,banco,2,0,0,0,0,0
286,UNIPAR_Release de Resultados 1T22.pdf,custodiante,1,0,0,0,0,0
287,UNIPAR_Release de Resultados 1T22.pdf,itaú,1,0,0,0,0,0
288,UNIPAR_Release de Resultados 1T22.pdf,unibanco,1,0,0,0,0,0
289,UNIPAR_Release de Resultados 1T22.pdf,investfone,1,0,0,0,0,0
290,UNIPAR_Release de Resultados 1T22.pdf,3003,1,0,0,0,0,0
291,UNIPAR_Release de Resultados 1T22.pdf,9285,1,0,0,0,0,0
292,UNIPAR_Release de Resultados 1T22.pdf,cotações,1,0,0,0,0,0
293,UNIPAR_Release de Resultados 1T22.pdf,fechamento,1,0,0,0,0,0
294,UNIPAR_Release de Resultados 1T22.pdf,31,10,0,0,0,0,0
295,UNIPAR_Release de Resultados 1T22.pdf,032022,2,0,0,0,0,0
296,UNIPAR_Release de Resultados 1T22.pdf,ajuste,6,0,0,0,0,0
297,UNIPAR_Release de Resultados 1T22.pdf,proventos,3,0,0,0,0,0
298,UNIPAR_Release de Resultados 1T22.pdf,on,3,0,0,0,0,0
299,UNIPAR_Release de Resultados 1T22.pdf,9960,3,0,0,0,0,0
300,UNIPAR_Release de Resultados 1T22.pdf,pref,6,0,0,0,0,0
301,UNIPAR_Release de Resultados 1T22.pdf,10100,2,0,0,0,0,0
302,UNIPAR_Release de Resultados 1T22.pdf,10405,3,0,0,0,0,0
303,UNIPAR_Release de Resultados 1T22.pdf,valor,4,0,0,0,0,0
304,UNIPAR_Release de Resultados 1T22.pdf,mercado,8,0,0,0,0,0
305,UNIPAR_Release de Resultados 1T22.pdf,ex,2,0,0,0,0,0
306,UNIPAR_Release de Resultados 1T22.pdf,tesouraria,5,0,0,0,0,0
307,UNIPAR_Release de Resultados 1T22.pdf,9,11,0,0,0,0,0
308,UNIPAR_Release de Resultados 1T22.pdf,670,1,0,0,0,0,0
309,UNIPAR_Release de Resultados 1T22.pdf,2,24,0,0,0,0,0
310,UNIPAR_Release de Resultados 1T22.pdf,1,50,0,0,0,0,0
311,UNIPAR_Release de Resultados 1T22.pdf,cenário,3,0,0,0,0,0
312,UNIPAR_Release de Resultados 1T22.pdf,econômico,2,1,0,0,0,0
313,UNIPAR_Release de Resultados 1T22.pdf,econômico,2,0,1,0,0,0
314,UNIPAR_Release de Resultados 1T22.pdf,econômico,2,0,0,1,0,0
315,UNIPAR_Release de Resultados 1T22.pdf,econômico,2,0,0,0,0,0
316,UNIPAR_Release de Resultados 1T22.pdf,internacional,6,0,1,0,0,0
317,UNIPAR_Release de Resultados 1T22.pdf,internacional,6,0,0,0,0,0
318,UNIPAR_Release de Resultados 1T22.pdf,primeiro,2,1,0,0,0,0
319,UNIPAR_Release de Resultados 1T22.pdf,primeiro,2,0,1,0,0,0
320,UNIPAR_Release de Resultados 1T22.pdf,primeiro,2,0,0,0,0,0
321,UNIPAR_Release de Resultados 1T22.pdf,marcado,1,1,0,0,0,0
322,UNIPAR_Release de Resultados 1T22.pdf,marcado,1,0,1,0,0,0
323,UNIPAR_Release de Resultados 1T22.pdf,marcado,1,0,0,0,0,0
324,UNIPAR_Release de Resultados 1T22.pdf,guerra,3,0,0,1,0,0
325,UNIPAR_Release de Resultados 1T22.pdf,guerra,3,0,0,0,0,0
326,UNIPAR_Release de Resultados 1T22.pdf,rússia,2,0,0,0,0,0
327,UNIPAR_Release de Resultados 1T22.pdf,ucrânia,2,0,0,0,0,0
328,UNIPAR_Release de Resultados 1T22.pdf,além,4,0,0,0,0,0
329,UNIPAR_Release de Resultados 1T22.pdf,tragédia,1,0,0,1,0,0
330,UNIPAR_Release de Resultados 1T22.pdf,tragédia,1,0,0,0,0,0
331,UNIPAR_Release de Resultados 1T22.pdf,humanitária,1,1,0,0,0,0
332,UNIPAR_Release de Resultados 1T22.pdf,humanitária,1,0,1,0,0,0
333,UNIPAR_Release de Resultados 1T22.pdf,humanitária,1,0,0,0,0,0
334,UNIPAR_Release de Resultados 1T22.pdf,traz,1,0,0,0,0,0
335,UNIPAR_Release de Resultados 1T22.pdf,efeitos,4,0,0,0,0,0
336,UNIPAR_Release de Resultados 1T22.pdf,significativos,1,1,0,0,0,0
337,UNIPAR_Release de Resultados 1T22.pdf,significativos,1,0,1,0,0,0
338,UNIPAR_Release de Resultados 1T22.pdf,significativos,1,0,0,0,0,0
